INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,Latitude,Longitude
231965278,8/7/2021,23:57:00,BRONX,42,MULTI DWELL - PUBLIC HOUS,TRUE,<18,M,WHITE HISPANIC,<18,M,BLACK,40.82342387,-73.90158306
232291905,8/15/2021,22:55:00,QUEENS,113,,FALSE,,,,18-24,M,BLACK,40.67345611,-73.76108223
226542152,4/5/2021,22:10:00,BRONX,44,MULTI DWELL - PUBLIC HOUS,TRUE,,,,25-44,F,BLACK,40.83749898,-73.92785342
226419174,4/1/2021,16:05:00,BROOKLYN,70,,TRUE,,,,25-44,M,BLACK,40.64744023,-73.95879054
225779049,3/17/2021,22:09:00,BRONX,52,MULTI DWELL - APT BUILD,TRUE,18-24,F,BLACK,18-24,F,WHITE HISPANIC,40.87778871,-73.8738322
223801324,1/31/2021,0:25:00,BROOKLYN,69,,TRUE,,,,45-64,M,BLACK,40.63785586,-73.91843819
223553538,1/26/2021,9:03:00,MANHATTAN,23,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,25-44,F,BLACK,40.79460426,-73.94781415
228262995,5/15/2021,21:07:00,BRONX,44,,FALSE,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,40.84144808,-73.90445131
227496844,4/28/2021,9:10:00,BRONX,46,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,F,BLACK,40.85214119,-73.92237572
236254076,11/13/2021,16:59:00,BRONX,44,BAR/NIGHT CLUB,FALSE,18-24,M,BLACK,25-44,M,BLACK HISPANIC,40.84158461,-73.91778364
226450222,4/2/2021,13:25:00,BROOKLYN,61,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,40.59406298,-73.96086869
237908431,12/15/2021,20:36:00,QUEENS,110,,FALSE,,,,25-44,M,BLACK,40.73717073,-73.86404888
237790497,12/13/2021,20:05:00,QUEENS,113,PVT HOUSE,TRUE,,,,25-44,M,BLACK,40.68921806,-73.79144857
230563796,7/7/2021,22:04:00,BROOKLYN,69,,FALSE,,,,25-44,M,BLACK,40.63684959,-73.89596004
224465522,2/16/2021,20:58:00,MANHATTAN,13,HOSPITAL,FALSE,,,,18-24,M,BLACK,40.73972434,-73.97647696
229904042,6/22/2021,0:49:00,BROOKLYN,67,,TRUE,,,,25-44,M,BLACK,40.6411627,-73.94514161
232265327,8/14/2021,20:41:00,BROOKLYN,71,,FALSE,,,,25-44,M,BLACK,40.66934621,-73.95845257
228109390,5/12/2021,23:11:00,BROOKLYN,83,,FALSE,25-44,M,BLACK,25-44,M,BLACK,40.6882208,-73.9198117
227647463,4/30/2021,14:03:00,MANHATTAN,30,,FALSE,,,,25-44,M,BLACK HISPANIC,40.81981776,-73.95543576
232592536,8/22/2021,3:00:00,BRONX,42,,FALSE,18-24,M,BLACK,18-24,M,BLACK,40.8354373,-73.89513996
229643180,6/16/2021,21:34:00,BROOKLYN,73,,FALSE,,,,25-44,M,BLACK,40.67560824,-73.91935099
233210854,9/7/2021,1:05:00,BRONX,43,,FALSE,,,,25-44,M,WHITE HISPANIC,40.82393545,-73.87442208
225909567,3/19/2021,0:20:00,BROOKLYN,75,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK,40.6627764,-73.8925062
229507546,6/12/2021,14:24:00,BRONX,41,,TRUE,25-44,M,BLACK,25-44,F,BLACK,40.82488497,-73.89945994
226803363,4/11/2021,3:00:00,BROOKLYN,77,,FALSE,,,,25-44,M,BLACK,40.67209324,-73.95029287
236246540,11/13/2021,21:10:00,MANHATTAN,23,,FALSE,25-44,M,BLACK,25-44,M,BLACK,40.79713176,-73.94693813
230193605,6/28/2021,18:50:00,BROOKLYN,73,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK,40.66778911,-73.9058716
235561780,10/27/2021,8:32:00,BROOKLYN,73,,TRUE,,,,25-44,M,BLACK,40.66961517,-73.90683872
236363733,11/16/2021,22:39:00,MANHATTAN,14,,FALSE,<18,M,BLACK,25-44,M,BLACK,40.75164613,-73.98433731
236403182,11/17/2021,17:06:00,BRONX,47,,TRUE,,,,45-64,F,WHITE HISPANIC,40.87137556,-73.86286333
230247121,6/30/2021,2:08:00,BRONX,40,,FALSE,<18,M,BLACK,18-24,M,BLACK HISPANIC,40.82103374,-73.90890295
225297069,3/7/2021,21:17:00,BROOKLYN,71,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,WHITE,40.6573515,-73.95840238
226500708,4/4/2021,23:20:00,BROOKLYN,81,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,40.68807094,-73.93456685
232497427,8/19/2021,21:30:00,QUEENS,113,,FALSE,,,,18-24,F,BLACK,40.70282729,-73.76879251
231941625,8/6/2021,23:20:00,MANHATTAN,32,,FALSE,25-44,M,BLACK,25-44,M,BLACK,40.8083832,-73.94288697
223298156,1/12/2021,1:30:00,MANHATTAN,25,,FALSE,,,,18-24,M,BLACK,40.80062082,-73.94228683
224173086,2/9/2021,19:50:00,QUEENS,113,PVT HOUSE,FALSE,,,,25-44,M,BLACK,40.69696803,-73.75332736
227344444,4/25/2021,0:55:00,BROOKLYN,71,,FALSE,18-24,M,BLACK,18-24,M,BLACK,40.66460637,-73.95239629
230051793,6/24/2021,5:07:00,MANHATTAN,14,HOTEL/MOTEL,FALSE,,,,25-44,M,BLACK,40.75469917,-73.99350089
231246225,7/22/2021,6:32:00,MANHATTAN,34,GROCERY/BODEGA,TRUE,18-24,F,WHITE HISPANIC,25-44,M,BLACK HISPANIC,40.86475888,-73.92282738
237225358,12/2/2021,0:38:00,BROOKLYN,67,,FALSE,,,,18-24,M,BLACK,40.64443346,-73.94889011
228672737,5/25/2021,18:01:00,BRONX,48,,TRUE,<18,M,BLACK,25-44,M,WHITE HISPANIC,40.84697963,-73.89303986
233307767,9/8/2021,19:31:00,BROOKLYN,77,,FALSE,,,,25-44,M,BLACK,40.67498697,-73.94584563
232331294,8/16/2021,0:30:00,BROOKLYN,75,,FALSE,,,,<18,M,BLACK,40.6767774,-73.8894841
226139414,3/25/2021,19:50:00,BROOKLYN,83,,FALSE,,,,25-44,M,BLACK,40.68820466,-73.90576706
227647478,5/2/2021,20:22:00,STATEN ISLAND,120,,FALSE,25-44,M,BLACK,25-44,M,BLACK,40.63722274,-74.11567771
230421165,7/2/2021,2:19:00,BROOKLYN,79,,FALSE,25-44,M,BLACK,18-24,M,BLACK,40.69472816,-73.94182675
238040459,12/17/2021,14:42:00,QUEENS,113,,FALSE,,,,25-44,M,BLACK,40.68921806,-73.79144857
233588118,9/15/2021,1:13:00,MANHATTAN,25,,TRUE,,,,25-44,M,BLACK,40.80536404,-73.93766276
237740432,12/12/2021,10:09:00,BROOKLYN,73,,TRUE,,,,25-44,M,BLACK,40.67755384,-73.91128371
232862314,8/28/2021,8:04:00,BROOKLYN,69,,FALSE,,,,25-44,M,BLACK,40.63764096,-73.90999642
231669711,8/2/2021,10:39:00,QUEENS,101,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK,40.60735188,-73.75267888
228559720,5/22/2021,18:39:00,BRONX,48,,FALSE,,,,18-24,M,BLACK,40.85150771,-73.88382239
227431725,4/27/2021,18:15:00,BRONX,47,,FALSE,25-44,M,BLACK,25-44,F,WHITE,40.88202341,-73.86620094
233200294,9/6/2021,7:49:00,QUEENS,106,,TRUE,,,,45-64,M,BLACK,40.66619122,-73.80667084
229412952,6/11/2021,5:17:00,BROOKLYN,75,,TRUE,18-24,M,BLACK,25-44,M,BLACK,40.67790844,-73.89257915
226705487,4/8/2021,18:15:00,MANHATTAN,6,,FALSE,18-24,M,BLACK,18-24,M,BLACK,40.73074591,-73.99986434
227647469,5/1/2021,19:35:00,BROOKLYN,73,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK,40.65913148,-73.90515576
226542152,4/5/2021,22:10:00,BRONX,44,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK,40.83749898,-73.92785342
229943474,6/22/2021,16:11:00,STATEN ISLAND,120,,FALSE,25-44,M,WHITE,25-44,M,WHITE HISPANIC,40.60545815,-74.06585925
234881293,10/12/2021,20:43:00,BROOKLYN,75,,TRUE,,,,25-44,F,BLACK,40.67042196,-73.89697111
233199174,9/6/2021,20:50:00,BRONX,47,,FALSE,,,,18-24,M,BLACK,40.87849109,-73.86163002
229507932,6/13/2021,23:15:00,MANHATTAN,33,,FALSE,,,,25-44,M,WHITE HISPANIC,40.84420892,-73.93565297
238344522,12/27/2021,15:48:00,BROOKLYN,73,,TRUE,,,,45-64,M,BLACK,40.65563971,-73.91153991
233634539,9/16/2021,5:15:00,BROOKLYN,79,,TRUE,25-44,M,BLACK,25-44,M,BLACK,40.69632895,-73.93771061
237218214,12/1/2021,22:00:00,BRONX,44,,FALSE,,,,45-64,F,WHITE HISPANIC,40.83626606,-73.91132866
231866065,8/5/2021,23:30:00,BROOKLYN,73,,FALSE,,,,18-24,M,BLACK,40.65676456,-73.90404906
231866068,8/5/2021,8:57:00,QUEENS,103,,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,40.70179318,-73.80633317
227647476,5/2/2021,18:18:00,MANHATTAN,23,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,25-44,M,BLACK,40.78694446,-73.94357343
231792293,8/4/2021,13:40:00,MANHATTAN,32,,FALSE,,,,18-24,M,BLACK,40.81672559,-73.93475828
233458827,9/12/2021,22:30:00,BROOKLYN,71,,FALSE,,,,25-44,M,BLACK,40.66174124,-73.96077132
227647476,5/2/2021,18:18:00,MANHATTAN,23,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK,40.78694446,-73.94357343
226542151,4/5/2021,23:15:00,BROOKLYN,73,MULTI DWELL - PUBLIC HOUS,TRUE,45-64,M,BLACK,<18,F,BLACK,40.66778911,-73.9058716
226598083,4/6/2021,1:20:00,BROOKLYN,83,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,40.70190197,-73.92160574
238181421,12/22/2021,5:35:00,BRONX,42,,TRUE,,,,45-64,M,WHITE HISPANIC,40.82546427,-73.91316775
233179436,9/6/2021,3:52:00,QUEENS,102,,FALSE,18-24,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK,40.69586753,-73.82005769
225439057,3/8/2021,13:00:00,MANHATTAN,23,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,40.79199762,-73.94971942
225385469,3/9/2021,15:30:00,BRONX,43,,TRUE,25-44,M,BLACK,25-44,M,BLACK,40.8306413,-73.87487919
238040456,12/18/2021,21:00:00,BRONX,46,,FALSE,,,,25-44,M,BLACK,40.85443148,-73.9055894
233684860,9/16/2021,21:11:00,BRONX,47,,TRUE,,,,25-44,M,BLACK,40.88520069,-73.86527957
232496781,8/19/2021,20:32:00,BROOKLYN,77,,TRUE,45-64,M,BLACK,25-44,M,BLACK,40.67036246,-73.92679774
233307769,9/8/2021,23:48:00,BRONX,46,,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK,40.86071698,-73.89925032
226320600,3/30/2021,22:23:00,BRONX,45,,TRUE,18-24,M,WHITE,18-24,M,BLACK HISPANIC,40.83072233,-73.82712606
225602529,3/14/2021,5:00:00,BRONX,44,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,40.83784212,-73.91962775
224079785,2/7/2021,1:23:00,BROOKLYN,81,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,25-44,M,BLACK,40.68873993,-73.92871751
229540934,6/14/2021,21:20:00,QUEENS,103,,FALSE,,,,18-24,M,BLACK,40.71156543,-73.76818506
233828149,9/20/2021,14:02:00,BROOKLYN,94,,FALSE,,,,25-44,M,BLACK HISPANIC,40.71744853,-73.94028099
226503934,4/4/2021,21:05:00,BRONX,48,,TRUE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,40.850416,-73.89303433
222654690,1/5/2021,2:47:00,BROOKLYN,73,MULTI DWELL - APT BUILD,FALSE,<18,M,BLACK,25-44,M,BLACK,40.65843374,-73.90447556
228566033,5/23/2021,3:50:00,BRONX,41,,FALSE,,,,18-24,M,WHITE HISPANIC,40.81669938,-73.89244545
234323834,9/30/2021,7:30:00,QUEENS,103,,FALSE,25-44,M,BLACK,25-44,M,BLACK,40.69129071,-73.79779584
227344442,4/24/2021,23:31:00,BROOKLYN,76,,FALSE,,,,25-44,F,BLACK,40.68293468,-74.0063652
228730773,5/26/2021,16:46:00,MANHATTAN,23,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,40.78713454,-73.94499968
231008087,7/16/2021,18:15:00,QUEENS,101,,FALSE,,,,25-44,M,BLACK,40.60782135,-73.75919584
228563310,5/22/2021,7:30:00,BROOKLYN,67,,FALSE,25-44,M,BLACK,25-44,M,BLACK,40.64210303,-73.94863967
227344201,4/23/2021,21:19:00,BROOKLYN,73,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,40.6627675,-73.90752953
225063425,3/2/2021,2:00:00,BROOKLYN,77,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,40.67162409,-73.9252895
232496781,8/19/2021,20:32:00,BROOKLYN,77,,FALSE,45-64,M,BLACK,45-64,F,BLACK,40.67036246,-73.92679774
231048997,7/18/2021,23:50:00,QUEENS,113,PVT HOUSE,FALSE,,,,45-64,F,BLACK,40.67201131,-73.7579547
223240542,1/18/2021,10:04:00,BROOKLYN,79,,TRUE,,,,45-64,M,BLACK,40.68474397,-73.9504457
235839217,11/2/2021,9:06:00,BRONX,52,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,40.86472467,-73.89068301
228865038,5/28/2021,16:14:00,BROOKLYN,71,,FALSE,,,,18-24,M,BLACK,40.66519389,-73.95995105
232188182,8/12/2021,17:05:00,MANHATTAN,9,,FALSE,45-64,M,BLACK,45-64,M,BLACK,40.72458953,-73.97538193
224412024,2/15/2021,7:10:00,BRONX,48,GAS STATION,FALSE,<18,M,BLACK HISPANIC,45-64,M,BLACK HISPANIC,40.84729156,-73.90118992
235091846,10/17/2021,0:57:00,BRONX,47,,FALSE,18-24,M,BLACK,45-64,M,BLACK,40.87958648,-73.85082253
228889112,5/30/2021,10:54:00,MANHATTAN,25,,TRUE,25-44,M,BLACK,25-44,M,BLACK,40.80209197,-73.93700122
224410635,2/15/2021,15:00:00,BRONX,43,,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK,40.83669795,-73.86908923
231631685,7/31/2021,23:10:00,MANHATTAN,34,GROCERY/BODEGA,FALSE,25-44,M,BLACK HISPANIC,45-64,F,BLACK HISPANIC,40.85022278,-73.93125903
235088340,10/15/2021,16:17:00,BRONX,43,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK,40.82318003,-73.86653604
232888015,8/28/2021,19:54:00,BRONX,52,,TRUE,,,,25-44,M,BLACK,40.86170891,-73.89138209
226841841,4/12/2021,8:15:00,MANHATTAN,19,,FALSE,18-24,M,WHITE,18-24,M,BLACK HISPANIC,40.77216335,-73.9543701
230193608,6/28/2021,21:46:00,BROOKLYN,72,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,40.63993207,-74.00853383
233684859,9/16/2021,23:51:00,BROOKLYN,79,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,40.69871251,-73.93977124
232390408,8/17/2021,22:20:00,BROOKLYN,73,GROCERY/BODEGA,FALSE,,,,18-24,M,BLACK,40.66834957,-73.90651606
230719148,7/11/2021,3:58:00,BRONX,44,,FALSE,,,,25-44,F,WHITE HISPANIC,40.83868966,-73.91880636
226705489,4/8/2021,23:51:00,BRONX,47,,FALSE,,,,18-24,M,BLACK,40.87733394,-73.85803081
230234503,6/29/2021,19:14:00,QUEENS,102,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,40.69065847,-73.8644971
228890008,5/30/2021,19:42:00,BRONX,47,,FALSE,,,,<18,M,BLACK,40.89025049,-73.86029988
228367829,5/18/2021,23:27:00,BRONX,40,,FALSE,,,,25-44,M,WHITE HISPANIC,40.80877794,-73.9231307
235033374,10/15/2021,20:30:00,MANHATTAN,7,,FALSE,,,,18-24,M,WHITE HISPANIC,40.71801219,-73.98658542
228049712,5/11/2021,17:19:00,MANHATTAN,23,,FALSE,25-44,M,BLACK,25-44,M,BLACK,40.78945773,-73.94174398
227089750,4/17/2021,21:14:00,BROOKLYN,69,,FALSE,,,,18-24,M,BLACK,40.63630274,-73.919049
238446654,12/30/2021,3:59:00,QUEENS,112,,FALSE,,,,25-44,M,BLACK,40.72096619,-73.84696752
234001215,9/24/2021,0:11:00,BRONX,43,COMMERCIAL BLDG,FALSE,,,,18-24,F,WHITE HISPANIC,40.82338729,-73.87017045
234433695,10/2/2021,11:55:00,QUEENS,114,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,40.75544301,-73.94342325
225385468,3/9/2021,22:09:00,QUEENS,103,,TRUE,25-44,M,BLACK,25-44,M,BLACK,40.70685208,-73.75337735
230412253,7/4/2021,0:38:00,BRONX,42,GROCERY/BODEGA,FALSE,,,,25-44,M,BLACK HISPANIC,40.82880838,-73.8946662
230482154,7/5/2021,4:45:00,BRONX,44,,FALSE,,,,45-64,M,BLACK,40.8381182,-73.91423903
225779049,3/17/2021,22:09:00,BRONX,52,MULTI DWELL - APT BUILD,TRUE,18-24,M,BLACK,18-24,F,WHITE HISPANIC,40.87778871,-73.8738322
223297861,1/19/2021,11:00:00,BROOKLYN,60,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,45-64,M,BLACK,40.57390632,-73.9993859
233149851,9/4/2021,20:18:00,MANHATTAN,32,,TRUE,18-24,M,WHITE HISPANIC,18-24,M,ASIAN / PACIFIC ISLANDER,40.81426765,-73.94818529
237712310,12/11/2021,22:56:00,BRONX,42,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,40.83644685,-73.9040176
234268729,9/29/2021,12:50:00,BRONX,48,,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK,40.85350696,-73.8822031
230885990,7/15/2021,13:40:00,BRONX,47,PVT HOUSE,FALSE,,,,25-44,M,BLACK,40.88242988,-73.86176286
229161013,6/5/2021,17:50:00,BRONX,44,,FALSE,<18,M,BLACK,<18,F,WHITE HISPANIC,40.83976813,-73.91472118
223631685,1/27/2021,0:11:00,BRONX,44,,FALSE,,,,25-44,M,BLACK,40.84198992,-73.92449462
232390407,8/17/2021,13:00:00,BRONX,41,COMMERCIAL BLDG,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,40.81229282,-73.88542618
235765523,10/31/2021,3:52:00,MANHATTAN,32,,TRUE,25-44,M,BLACK,45-64,M,BLACK HISPANIC,40.82663368,-73.93914959
229822333,6/19/2021,23:29:00,BROOKLYN,67,,FALSE,,,,45-64,M,BLACK,40.66003879,-73.92178829
234101081,9/26/2021,16:20:00,QUEENS,101,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,M,BLACK,40.59625905,-73.76392226
232986096,9/1/2021,2:24:00,BROOKLYN,63,,FALSE,,,,18-24,M,BLACK,40.59651951,-73.90787693
226705487,4/8/2021,18:15:00,MANHATTAN,6,,FALSE,25-44,M,BLACK,18-24,M,BLACK,40.73074591,-73.99986434
231635821,7/30/2021,17:55:00,BRONX,40,,FALSE,18-24,M,BLACK,18-24,M,BLACK HISPANIC,40.81008882,-73.91020756
236234762,11/13/2021,2:19:00,QUEENS,111,,FALSE,,,,25-44,M,BLACK,40.75786836,-73.7889632
232193235,8/13/2021,1:00:00,QUEENS,109,BAR/NIGHT CLUB,TRUE,18-24,M,BLACK,18-24,M,BLACK,40.76085005,-73.82925307
237218216,12/1/2021,15:19:00,BROOKLYN,75,,FALSE,,,,<18,M,WHITE HISPANIC,40.68570407,-73.87160315
225601140,3/13/2021,3:50:00,BROOKLYN,90,BAR/NIGHT CLUB,FALSE,18-24,M,BLACK HISPANIC,18-24,F,WHITE HISPANIC,40.70211956,-73.93616159
223928178,2/3/2021,21:45:00,BRONX,40,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,25-44,M,BLACK,40.80550435,-73.91647725
224465137,2/16/2021,20:48:00,BRONX,44,DEPT STORE,FALSE,45-64,M,BLACK,25-44,M,BLACK,40.84416759,-73.91430352
229496692,6/13/2021,2:55:00,MANHATTAN,28,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK,40.80084632,-73.94903008
231965176,8/6/2021,23:46:00,BROOKLYN,60,MULTI DWELL - PUBLIC HOUS,TRUE,,,,25-44,M,BLACK,40.57758742,-73.97633607
224079786,2/7/2021,14:49:00,QUEENS,113,,TRUE,25-44,M,BLACK,25-44,M,BLACK,40.69441883,-73.75237395
222607498,1/4/2021,20:14:00,BROOKLYN,73,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,40.66293035,-73.91970513
232733332,8/25/2021,15:50:00,STATEN ISLAND,120,BEAUTY/NAIL SALON,FALSE,,,,<18,F,WHITE HISPANIC,40.63824236,-74.07835119
232753194,8/26/2021,2:00:00,MANHATTAN,32,,TRUE,,,,25-44,M,BLACK,40.82632365,-73.93937751
231186871,7/21/2021,13:44:00,BRONX,47,COMMERCIAL BLDG,FALSE,<18,M,BLACK HISPANIC,18-24,M,BLACK,40.88668011,-73.84765295
235636164,10/28/2021,12:38:00,BRONX,42,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,F,BLACK,18-24,F,BLACK,40.82713207,-73.89852069
237392756,12/5/2021,22:16:00,BRONX,44,,FALSE,,,,18-24,M,BLACK HISPANIC,40.84196981,-73.91529663
